en:McEwan_Na-Chesilske:0:shuff:2,cs:McEwan_Na-Chesilske:0:shuff:2,froze,freeze,ztuhla,ztuhnout,pf
en:McEwan_Na-Chesilske:0:shuff:187,cs:McEwan_Na-Chesilske:0:shuff:191,deserved,deserve,zaslouží,zasloužit,pf
en:McEwan_Na-Chesilske:0:shuff:187,cs:McEwan_Na-Chesilske:0:shuff:191,kept,keep,má,mít,impf
en:McEwan_Na-Chesilske:0:shuff:187,cs:McEwan_Na-Chesilske:0:shuff:191,kept,keep,splněny,splnit,pf
en:McEwan_Na-Chesilske:0:shuff:188,cs:McEwan_Na-Chesilske:0:shuff:192,keep,keep,podporovali,podporovat,impf
en:McEwan_Na-Chesilske:0:shuff:194,cs:McEwan_Na-Chesilske:0:shuff:197,fought,fight,bojovali,bojovat,impf
en:McEwan_Na-Chesilske:0:shuff:194,cs:McEwan_Na-Chesilske:0:shuff:197,suffered,suffer,trpěli,trpět,impf
en:McEwan_Na-Chesilske:0:shuff:194,cs:McEwan_Na-Chesilske:0:shuff:197,believe,believe,uvěřit,uvěřit,pf
en:McEwan_Na-Chesilske:0:shuff:195,cs:McEwan_Na-Chesilske:0:shuff:198,sensed,sense,Cítila,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:195,cs:McEwan_Na-Chesilske:0:shuff:198,touching,touch,Cítila,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:195,cs:McEwan_Na-Chesilske:0:shuff:198,imagined,imagine,představovala,představovat,impf
en:McEwan_Na-Chesilske:0:shuff:195,cs:McEwan_Na-Chesilske:0:shuff:198,touching,touch,dotknout,dotknout,pf
en:McEwan_Na-Chesilske:0:shuff:199,cs:McEwan_Na-Chesilske:0:shuff:202,sing,sing,Zpívají,zpívat,impf
en:McEwan_Na-Chesilske:0:shuff:200,cs:McEwan_Na-Chesilske:0:shuff:203,taking,take,nesla,nést,impf
en:McEwan_Na-Chesilske:0:shuff:201,cs:McEwan_Na-Chesilske:0:shuff:204,doubt,doubt,pochybovat,pochybovat,impf
en:McEwan_Na-Chesilske:0:shuff:202,cs:McEwan_Na-Chesilske:0:shuff:205,spent,spend,strávili,strávit,pf
en:McEwan_Na-Chesilske:0:shuff:203,cs:McEwan_Na-Chesilske:0:shuff:206,admit,admit,připustit,připustit,pf
en:McEwan_Na-Chesilske:0:shuff:204,cs:McEwan_Na-Chesilske:0:shuff:207,suffered,suffer,trpěl,trpět,impf
en:McEwan_Na-Chesilske:0:shuff:204,cs:McEwan_Na-Chesilske:0:shuff:207,spoke,speak,nevyslovila,vyslovit,pf
en:McEwan_Na-Chesilske:0:shuff:204,cs:McEwan_Na-Chesilske:0:shuff:207,suffered,suffer,měla,mít,impf
en:McEwan_Na-Chesilske:0:shuff:204,cs:McEwan_Na-Chesilske:0:shuff:207,infect,infect,nakazit,nakazit,pf
en:McEwan_Na-Chesilske:0:shuff:204,cs:McEwan_Na-Chesilske:0:shuff:207,confess,confess,nepřiznala,přiznat,pf
en:McEwan_Na-Chesilske:0:shuff:206,cs:McEwan_Na-Chesilske:0:shuff:209,did,do,dělat,dělat,impf
en:McEwan_Na-Chesilske:0:shuff:206,cs:McEwan_Na-Chesilske:0:shuff:209,do,do,dělat,dělat,impf
en:McEwan_Na-Chesilske:0:shuff:206,cs:McEwan_Na-Chesilske:0:shuff:209,taken,take,dělat,dělat,impf
en:McEwan_Na-Chesilske:0:shuff:206,cs:McEwan_Na-Chesilske:0:shuff:209,prepare,prepare,přichystali,přichystat,pf
en:McEwan_Na-Chesilske:0:shuff:209,cs:McEwan_Na-Chesilske:0:shuff:212,troubled,trouble,znepokojovalo,znepokojovat,impf
en:McEwan_Na-Chesilske:0:shuff:209,cs:McEwan_Na-Chesilske:0:shuff:212,propose,propose,navrhnout,navrhnout,pf
en:McEwan_Na-Chesilske:0:shuff:209,cs:McEwan_Na-Chesilske:0:shuff:212,suggested,suggest,navrhnout,navrhnout,pf
en:McEwan_Na-Chesilske:0:shuff:209,cs:McEwan_Na-Chesilske:0:shuff:212,going,go,odešli,odejít,pf
en:McEwan_Na-Chesilske:0:shuff:210,cs:McEwan_Na-Chesilske:0:shuff:213,served,serve,podávala,podávat,impf
en:McEwan_Na-Chesilske:0:shuff:211,cs:McEwan_Na-Chesilske:0:shuff:214,overcome,overcome,překonat,překonat,pf
en:McEwan_Na-Chesilske:0:shuff:212,cs:McEwan_Na-Chesilske:0:shuff:215,leave,leave,opustit,opustit,pf
en:McEwan_Na-Chesilske:0:shuff:213,cs:McEwan_Na-Chesilske:0:shuff:216,tried,try,Snažil,snažit,impf
en:McEwan_Na-Chesilske:0:shuff:214,cs:McEwan_Na-Chesilske:0:shuff:217,hear,hear,uslyšel,uslyšet,pf
en:McEwan_Na-Chesilske:0:shuff:216,cs:McEwan_Na-Chesilske:0:shuff:219,came,come,nepřišla,přijít,pf
en:McEwan_Na-Chesilske:0:shuff:216,cs:McEwan_Na-Chesilske:0:shuff:219,saw,see,nepřišla,přijít,pf
en:McEwan_Na-Chesilske:0:shuff:216,cs:McEwan_Na-Chesilske:0:shuff:219,speak,speak,promluvit,promluvit,pf
en:McEwan_Na-Chesilske:0:shuff:216,cs:McEwan_Na-Chesilske:0:shuff:219,saw,see,viděla,vidět,impf
en:McEwan_Na-Chesilske:0:shuff:217,cs:McEwan_Na-Chesilske:0:shuff:220,moving,move,posouvala,posouvat,impf
en:McEwan_Na-Chesilske:0:shuff:218,cs:McEwan_Na-Chesilske:0:shuff:221,ate,eat,jedl,jíst,impf
en:McEwan_Na-Chesilske:0:shuff:219,cs:McEwan_Na-Chesilske:0:shuff:222,listened,listen,naslouchali,naslouchat,impf
en:McEwan_Na-Chesilske:0:shuff:220,cs:McEwan_Na-Chesilske:0:shuff:223,say,say,říct,říci,pf
en:McEwan_Na-Chesilske:0:shuff:221,cs:McEwan_Na-Chesilske:0:shuff:224,rose,rise,stoupala,stoupat,impf
en:McEwan_Na-Chesilske:0:shuff:221,cs:McEwan_Na-Chesilske:0:shuff:224,captivated,captivate,upoutal,upoutat,pf
en:McEwan_Na-Chesilske:0:shuff:222,cs:McEwan_Na-Chesilske:0:shuff:225,spoken,speak,promluvit,promluvit,pf
en:McEwan_Na-Chesilske:0:shuff:222,cs:McEwan_Na-Chesilske:0:shuff:225,invited,invite,pozvali,pozvat,pf
en:McEwan_Na-Chesilske:0:shuff:223,cs:McEwan_Na-Chesilske:0:shuff:226,said,say,říct,říci,pf
en:McEwan_Na-Chesilske:0:shuff:223,cs:McEwan_Na-Chesilske:0:shuff:226,used,use,použít,použít,pf
en:McEwan_Na-Chesilske:0:shuff:225,cs:McEwan_Na-Chesilske:0:shuff:228,served,serve,obsluhovali,obsluhovat,impf
en:McEwan_Na-Chesilske:0:shuff:225,cs:McEwan_Na-Chesilske:0:shuff:228,made,make,působily,působit,impf
en:McEwan_Na-Chesilske:0:shuff:226,cs:McEwan_Na-Chesilske:0:shuff:229,watched,watch,sledoval,sledovat,impf
en:McEwan_Na-Chesilske:0:shuff:227,cs:McEwan_Na-Chesilske:0:shuff:230,relax,relax,uvolnit,uvolnit,pf
en:McEwan_Na-Chesilske:0:shuff:227,cs:McEwan_Na-Chesilske:0:shuff:230,receiving,receive,dostali,dostat,pf
en:McEwan_Na-Chesilske:0:shuff:228,cs:McEwan_Na-Chesilske:0:shuff:231,posed,pose,představovaly,představovat,impf
en:McEwan_Na-Chesilske:0:shuff:228,cs:McEwan_Na-Chesilske:0:shuff:231,adored,adore,zbožňovaly,zbožňovat,impf
en:McEwan_Na-Chesilske:0:shuff:228,cs:McEwan_Na-Chesilske:0:shuff:231,revelled,revel,libovaly,libovat,impf
en:McEwan_Na-Chesilske:0:shuff:230,cs:McEwan_Na-Chesilske:0:shuff:233,found,find,ocitl,ocitnout,pf
en:McEwan_Na-Chesilske:0:shuff:232,cs:McEwan_Na-Chesilske:0:shuff:235,smoke,smoke,nekouřil,kouřit,impf
en:McEwan_Na-Chesilske:0:shuff:234,cs:McEwan_Na-Chesilske:0:shuff:237,wore,wear,Měl,mít,impf
en:McEwan_Na-Chesilske:0:shuff:234,cs:McEwan_Na-Chesilske:0:shuff:237,wore,wear,nosil,nosit,impf
en:McEwan_Na-Chesilske:0:shuff:236,cs:McEwan_Na-Chesilske:0:shuff:239,saw,see,viděla,vidět,impf
en:McEwan_Na-Chesilske:0:shuff:236,cs:McEwan_Na-Chesilske:0:shuff:239,heading,head,míří,mířit,impf
en:McEwan_Na-Chesilske:0:shuff:236,cs:McEwan_Na-Chesilske:0:shuff:239,resolved,resolve,řešit,řešit,impf
en:McEwan_Na-Chesilske:0:shuff:236,cs:McEwan_Na-Chesilske:0:shuff:239,working,work,řešit,řešit,impf
en:McEwan_Na-Chesilske:0:shuff:236,cs:McEwan_Na-Chesilske:0:shuff:239,working,work,pracovat,pracovat,impf
en:McEwan_Na-Chesilske:0:shuff:239,cs:McEwan_Na-Chesilske:0:shuff:242,repeat,repeat,opakovala,opakovat,impf
en:McEwan_Na-Chesilske:0:shuff:240,cs:McEwan_Na-Chesilske:0:shuff:243,turning,turn,obracela,obracet,impf
en:McEwan_Na-Chesilske:0:shuff:241,cs:McEwan_Na-Chesilske:0:shuff:244,bringing,bring,přinášel,přinášet,impf
en:McEwan_Na-Chesilske:0:shuff:242,cs:McEwan_Na-Chesilske:0:shuff:245,held,hold,držel,držet,impf
en:McEwan_Na-Chesilske:0:shuff:242,cs:McEwan_Na-Chesilske:0:shuff:245,want,want,nechtěl,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:242,cs:McEwan_Na-Chesilske:0:shuff:245,generate,generate,vzbudit,vzbudit,pf
en:McEwan_Na-Chesilske:0:shuff:243,cs:McEwan_Na-Chesilske:0:shuff:246,intending,intend,hodlal,hodlat,impf
en:McEwan_Na-Chesilske:0:shuff:243,cs:McEwan_Na-Chesilske:0:shuff:246,avoid,avoid,vyhnout,vyhnout,pf
en:McEwan_Na-Chesilske:0:shuff:247,cs:McEwan_Na-Chesilske:0:shuff:250,thought,think,myslel,myslet,impf
en:McEwan_Na-Chesilske:0:shuff:248,cs:McEwan_Na-Chesilske:0:shuff:251,let,let,nechat,nechat,pf
en:McEwan_Na-Chesilske:0:shuff:249,cs:McEwan_Na-Chesilske:0:shuff:252,demanded,demand,vyžadovala,vyžadovat,impf
en:McEwan_Na-Chesilske:0:shuff:252,cs:McEwan_Na-Chesilske:0:shuff:255,aided,aid,pomáhalo,pomáhat,impf
en:McEwan_Na-Chesilske:0:shuff:252,cs:McEwan_Na-Chesilske:0:shuff:255,comes,come,přichází,přicházet,impf
en:McEwan_Na-Chesilske:0:shuff:253,cs:McEwan_Na-Chesilske:0:shuff:256,worked,work,pracoval,pracovat,impf
en:McEwan_Na-Chesilske:0:shuff:256,cs:McEwan_Na-Chesilske:0:shuff:259,denied,deny,popírala,popírat,impf
en:McEwan_Na-Chesilske:0:shuff:256,cs:McEwan_Na-Chesilske:0:shuff:259,felt,feel,cítila,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:258,cs:McEwan_Na-Chesilske:0:shuff:261,spread,spread,šířil,šířit,impf
en:McEwan_Na-Chesilske:0:shuff:259,cs:McEwan_Na-Chesilske:0:shuff:262,made,make,udělal,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:260,cs:McEwan_Na-Chesilske:0:shuff:263,encountered,encounter,setkal,setkat,pf
en:McEwan_Na-Chesilske:0:shuff:261,cs:McEwan_Na-Chesilske:0:shuff:264,coming,come,vstoupila,vstoupit,pf
en:McEwan_Na-Chesilske:0:shuff:261,cs:McEwan_Na-Chesilske:0:shuff:264,made,make,udělala,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:261,cs:McEwan_Na-Chesilske:0:shuff:264,coming,come,udělala,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:261,cs:McEwan_Na-Chesilske:0:shuff:264,stepping,step,šla,jít,impf
en:McEwan_Na-Chesilske:0:shuff:261,cs:McEwan_Na-Chesilske:0:shuff:264,coming,come,šla,jít,impf
en:McEwan_Na-Chesilske:0:shuff:262,cs:McEwan_Na-Chesilske:0:shuff:265,give,give,věnovala,věnovat,impf
en:McEwan_Na-Chesilske:0:shuff:263,cs:McEwan_Na-Chesilske:0:shuff:266,forgotten,forget,zapomněla,zapomenout,pf
en:McEwan_Na-Chesilske:0:shuff:264,cs:McEwan_Na-Chesilske:0:shuff:267,began,begin,začal,začít,pf
en:McEwan_Na-Chesilske:0:shuff:264,cs:McEwan_Na-Chesilske:0:shuff:267,outline,outline,popisovat,popisovat,impf
en:McEwan_Na-Chesilske:0:shuff:265,cs:McEwan_Na-Chesilske:0:shuff:268,feeling,feel,cítila,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:266,cs:McEwan_Na-Chesilske:0:shuff:269,believe,believe,nevěřila,věřit,impf
en:McEwan_Na-Chesilske:0:shuff:266,cs:McEwan_Na-Chesilske:0:shuff:269,thinking,think,nevěřila,věřit,impf
en:McEwan_Na-Chesilske:0:shuff:267,cs:McEwan_Na-Chesilske:0:shuff:270,heard,hear,slyšet,slyšet,impf
en:McEwan_Na-Chesilske:0:shuff:268,cs:McEwan_Na-Chesilske:0:shuff:271,made,make,vybudovala,vybudovat,pf
en:McEwan_Na-Chesilske:0:shuff:269,cs:McEwan_Na-Chesilske:0:shuff:272,contributed,contribute,přispívalo,přispívat,impf
en:McEwan_Na-Chesilske:0:shuff:270,cs:McEwan_Na-Chesilske:0:shuff:273,start,start,začne,začít,pf
en:McEwan_Na-Chesilske:0:shuff:270,cs:McEwan_Na-Chesilske:0:shuff:273,arranged,arrange,zařízeno,zařídit,pf
en:McEwan_Na-Chesilske:0:shuff:271,cs:McEwan_Na-Chesilske:0:shuff:274,worked,work,pracoval,pracovat,impf
en:McEwan_Na-Chesilske:0:shuff:272,cs:McEwan_Na-Chesilske:0:shuff:275,dream,dream,snít,snít,impf
en:McEwan_Na-Chesilske:0:shuff:272,cs:McEwan_Na-Chesilske:0:shuff:275,leave,leave,opustí,opustit,pf
en:McEwan_Na-Chesilske:0:shuff:275,cs:McEwan_Na-Chesilske:0:shuff:278,asking,ask,ptal,ptát,impf
en:McEwan_Na-Chesilske:0:shuff:275,cs:McEwan_Na-Chesilske:0:shuff:278,telling,tell,řekl,říci,pf
en:McEwan_Na-Chesilske:0:shuff:276,cs:McEwan_Na-Chesilske:0:shuff:279,decided,decide,rozhodl,rozhodnout,pf
en:McEwan_Na-Chesilske:0:shuff:276,cs:McEwan_Na-Chesilske:0:shuff:279,wanted,want,chtěl,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:278,cs:McEwan_Na-Chesilske:0:shuff:281,coming,come,Půjde,jít,impf
en:McEwan_Na-Chesilske:0:shuff:279,cs:McEwan_Na-Chesilske:0:shuff:282,remembered,remember,Vzpomínala,vzpomínat,impf
en:McEwan_Na-Chesilske:0:shuff:280,cs:McEwan_Na-Chesilske:0:shuff:283,keep,keep,mít,mít,impf
en:McEwan_Na-Chesilske:0:shuff:280,cs:McEwan_Na-Chesilske:0:shuff:283,think,think,mít,mít,impf
en:McEwan_Na-Chesilske:0:shuff:280,cs:McEwan_Na-Chesilske:0:shuff:283,think,think,myslet,myslet,impf
en:McEwan_Na-Chesilske:0:shuff:280,cs:McEwan_Na-Chesilske:0:shuff:283,keep,keep,měla,mít,impf
en:McEwan_Na-Chesilske:0:shuff:280,cs:McEwan_Na-Chesilske:0:shuff:283,think,think,měla,mít,impf
en:McEwan_Na-Chesilske:0:shuff:282,cs:McEwan_Na-Chesilske:0:shuff:285,remembered,remember,Vzpomínala,vzpomínat,impf
en:McEwan_Na-Chesilske:0:shuff:285,cs:McEwan_Na-Chesilske:0:shuff:288,wrote,write,napsal,napsat,pf
en:McEwan_Na-Chesilske:0:shuff:285,cs:McEwan_Na-Chesilske:0:shuff:288,marry,marry,oženit,oženit,pf
en:McEwan_Na-Chesilske:0:shuff:285,cs:McEwan_Na-Chesilske:0:shuff:288,ask,ask,nežádal,žádat,impf
en:McEwan_Na-Chesilske:0:shuff:285,cs:McEwan_Na-Chesilske:0:shuff:288,ask,ask,očekával,očekávat,impf
en:McEwan_Na-Chesilske:0:shuff:285,cs:McEwan_Na-Chesilske:0:shuff:288,expect,expect,očekával,očekávat,impf
en:McEwan_Na-Chesilske:0:shuff:288,cs:McEwan_Na-Chesilske:0:shuff:291,kiss,kiss,líbat,líbat,impf
en:McEwan_Na-Chesilske:0:shuff:290,cs:McEwan_Na-Chesilske:0:shuff:294,meant,mean,Nemyslela,myslet,impf
en:McEwan_Na-Chesilske:0:shuff:291,cs:McEwan_Na-Chesilske:0:shuff:295,answering,answer,odpovídaly,odpovídat,impf
en:McEwan_Na-Chesilske:0:shuff:291,cs:McEwan_Na-Chesilske:0:shuff:295,heard,hear,slyšela,slyšet,impf
en:McEwan_Na-Chesilske:0:shuff:292,cs:McEwan_Na-Chesilske:0:shuff:296,counted,count,považoval,považovat,impf
en:McEwan_Na-Chesilske:0:shuff:292,cs:McEwan_Na-Chesilske:0:shuff:296,avoid,avoid,vyhýbat,vyhýbat,impf
en:McEwan_Na-Chesilske:0:shuff:297,cs:McEwan_Na-Chesilske:0:shuff:302,demonstrate,demonstrate,ukázala,ukázat,pf
en:McEwan_Na-Chesilske:0:shuff:297,cs:McEwan_Na-Chesilske:0:shuff:302,proposing,propose,navrhla,navrhnout,pf
en:McEwan_Na-Chesilske:0:shuff:297,cs:McEwan_Na-Chesilske:0:shuff:302,wanted,want,touží,toužit,impf
en:McEwan_Na-Chesilske:0:shuff:298,cs:McEwan_Na-Chesilske:0:shuff:303,helped,help,Pomohla,pomoci,pf
en:McEwan_Na-Chesilske:0:shuff:299,cs:McEwan_Na-Chesilske:0:shuff:304,resist,resist,vzdorovat,vzdorovat,impf
en:McEwan_Na-Chesilske:0:shuff:300,cs:McEwan_Na-Chesilske:0:shuff:305,bear,bear,unést,unést,pf
en:McEwan_Na-Chesilske:0:shuff:302,cs:McEwan_Na-Chesilske:0:shuff:307,watch,watch,dívalo,dívat,impf
en:McEwan_Na-Chesilske:0:shuff:303,cs:McEwan_Na-Chesilske:0:shuff:308,assume,assume,domnívali,domnívat,impf
en:McEwan_Na-Chesilske:0:shuff:304,cs:McEwan_Na-Chesilske:0:shuff:309,listening,listen,naslouchal,naslouchat,impf
en:McEwan_Na-Chesilske:0:shuff:304,cs:McEwan_Na-Chesilske:0:shuff:309,trying,try,snažil,snažit,impf
en:McEwan_Na-Chesilske:0:shuff:305,cs:McEwan_Na-Chesilske:0:shuff:310,meet,meet,setkat,setkat,pf
en:McEwan_Na-Chesilske:0:shuff:305,cs:McEwan_Na-Chesilske:0:shuff:310,met,meet,setkat,setkat,pf
en:McEwan_Na-Chesilske:0:shuff:306,cs:McEwan_Na-Chesilske:0:shuff:311,recognised,recognise,poznávala,poznávat,impf
en:McEwan_Na-Chesilske:0:shuff:307,cs:McEwan_Na-Chesilske:0:shuff:312,said,say,vyslovit,vyslovit,pf
en:McEwan_Na-Chesilske:0:shuff:308,cs:McEwan_Na-Chesilske:0:shuff:313,expect,expect,očekávat,očekávat,impf
en:McEwan_Na-Chesilske:0:shuff:310,cs:McEwan_Na-Chesilske:0:shuff:315,remain,remain,zůstávat,zůstávat,impf
en:McEwan_Na-Chesilske:0:shuff:311,cs:McEwan_Na-Chesilske:0:shuff:316,snatched,snatch,Popadla,popadnout,pf
en:McEwan_Na-Chesilske:0:shuff:314,cs:McEwan_Na-Chesilske:0:shuff:319,understood,understand,pochopila,pochopit,pf
en:McEwan_Na-Chesilske:0:shuff:314,cs:McEwan_Na-Chesilske:0:shuff:319,went,go,chodili,chodit,impf
en:McEwan_Na-Chesilske:0:shuff:314,cs:McEwan_Na-Chesilske:0:shuff:319,murmuring,murmur,šeptali,šeptat,impf
en:McEwan_Na-Chesilske:0:shuff:314,cs:McEwan_Na-Chesilske:0:shuff:319,whispering,whisper,šeptali,šeptat,impf
en:McEwan_Na-Chesilske:0:shuff:314,cs:McEwan_Na-Chesilske:0:shuff:319,agreeing,agree,souhlasili,souhlasit,impf
en:McEwan_Na-Chesilske:0:shuff:315,cs:McEwan_Na-Chesilske:0:shuff:320,smothered,smother,dusila,dusit,impf
en:McEwan_Na-Chesilske:0:shuff:315,cs:McEwan_Na-Chesilske:0:shuff:320,bound,bind,svazovalo,svazovat,impf
en:McEwan_Na-Chesilske:0:shuff:317,cs:McEwan_Na-Chesilske:0:shuff:322,bound,bind,spojeni,spojit,pf
en:McEwan_Na-Chesilske:0:shuff:318,cs:McEwan_Na-Chesilske:0:shuff:323,feel,feel,cítila,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:318,cs:McEwan_Na-Chesilske:0:shuff:323,felt,feel,cítila,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:320,cs:McEwan_Na-Chesilske:0:shuff:325,understood,understand,chápala,chápat,impf
en:McEwan_Na-Chesilske:0:shuff:321,cs:McEwan_Na-Chesilske:0:shuff:326,spoken,speak,nepromluvila,promluvit,pf
en:McEwan_Na-Chesilske:0:shuff:322,cs:McEwan_Na-Chesilske:0:shuff:327,begun,begin,přijít,přijít,pf
en:McEwan_Na-Chesilske:0:shuff:322,cs:McEwan_Na-Chesilske:0:shuff:327,begun,begin,začít,začít,pf
en:McEwan_Na-Chesilske:0:shuff:323,cs:McEwan_Na-Chesilske:0:shuff:328,exist,exist,neexistují,existovat,impf
en:McEwan_Na-Chesilske:0:shuff:324,cs:McEwan_Na-Chesilske:0:shuff:329,occurred,occur,nenapadlo,napadnout,pf
en:McEwan_Na-Chesilske:0:shuff:325,cs:McEwan_Na-Chesilske:0:shuff:330,say,say,říct,říci,pf
en:McEwan_Na-Chesilske:0:shuff:325,cs:McEwan_Na-Chesilske:0:shuff:330,sound,sound,neznělo,znít,impf
en:McEwan_Na-Chesilske:0:shuff:327,cs:McEwan_Na-Chesilske:0:shuff:332,murmured,murmur,šeptali,šeptat,impf
en:McEwan_Na-Chesilske:0:shuff:328,cs:McEwan_Na-Chesilske:0:shuff:333,repressing,repress,potlačit,potlačit,pf
en:McEwan_Na-Chesilske:0:shuff:331,cs:McEwan_Na-Chesilske:0:shuff:336,began,begin,začala,začít,pf
en:McEwan_Na-Chesilske:0:shuff:332,cs:McEwan_Na-Chesilske:0:shuff:337,waited,wait,čekaly,čekat,impf
en:McEwan_Na-Chesilske:0:shuff:334,cs:McEwan_Na-Chesilske:0:shuff:339,order,order,objednat,objednat,pf
en:McEwan_Na-Chesilske:0:shuff:335,cs:McEwan_Na-Chesilske:0:shuff:340,released,release,pustila,pustit,pf
en:McEwan_Na-Chesilske:0:shuff:335,cs:McEwan_Na-Chesilske:0:shuff:340,dropping,drop,pustila,pustit,pf
en:McEwan_Na-Chesilske:0:shuff:335,cs:McEwan_Na-Chesilske:0:shuff:340,supported,support,opřela,opřít,pf
en:McEwan_Na-Chesilske:0:shuff:336,cs:McEwan_Na-Chesilske:0:shuff:341,bought,buy,koupila,koupit,pf
en:McEwan_Na-Chesilske:0:shuff:336,cs:McEwan_Na-Chesilske:0:shuff:341,enter,enter,vstoupit,vstoupit,pf
en:McEwan_Na-Chesilske:0:shuff:337,cs:McEwan_Na-Chesilske:0:shuff:342,drove,drive,jezdil,jezdit,impf
en:McEwan_Na-Chesilske:0:shuff:337,cs:McEwan_Na-Chesilske:0:shuff:342,wanted,want,chtěla,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:338,cs:McEwan_Na-Chesilske:0:shuff:343,permitted,permit,nedovolili,dovolit,pf
en:McEwan_Na-Chesilske:0:shuff:339,cs:McEwan_Na-Chesilske:0:shuff:344,escape,escape,uniknout,uniknout,pf
en:McEwan_Na-Chesilske:0:shuff:339,cs:McEwan_Na-Chesilske:0:shuff:344,leading,lead,přiměla,přimět,pf
en:McEwan_Na-Chesilske:0:shuff:339,cs:McEwan_Na-Chesilske:0:shuff:344,leading,lead,vést,vést,impf
en:McEwan_Na-Chesilske:0:shuff:339,cs:McEwan_Na-Chesilske:0:shuff:344,towing,tow,táhnout,táhnout,impf
en:McEwan_Na-Chesilske:0:shuff:340,cs:McEwan_Na-Chesilske:0:shuff:345,do,do,udělá,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:340,cs:McEwan_Na-Chesilske:0:shuff:345,take,take,udělá,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:340,cs:McEwan_Na-Chesilske:0:shuff:345,take,take,udělá,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:340,cs:McEwan_Na-Chesilske:0:shuff:345,breathe,breathe,dýchat,dýchat,impf
en:McEwan_Na-Chesilske:0:shuff:340,cs:McEwan_Na-Chesilske:0:shuff:345,try,try,pokusit,pokusit,pf
en:McEwan_Na-Chesilske:0:shuff:342,cs:McEwan_Na-Chesilske:0:shuff:347,rise,rise,stoupalo,stoupat,impf
en:McEwan_Na-Chesilske:0:shuff:344,cs:McEwan_Na-Chesilske:0:shuff:349,brought,bring,Přivedlo,přivést,pf
en:McEwan_Na-Chesilske:0:shuff:344,cs:McEwan_Na-Chesilske:0:shuff:349,pushed,push,tlačil,tlačit,impf
en:McEwan_Na-Chesilske:0:shuff:345,cs:McEwan_Na-Chesilske:0:shuff:350,rose,rise,vstal,vstát,pf
en:McEwan_Na-Chesilske:0:shuff:346,cs:McEwan_Na-Chesilske:0:shuff:351,feeling,feel,Pociťoval,pociťovat,impf
en:McEwan_Na-Chesilske:0:shuff:346,cs:McEwan_Na-Chesilske:0:shuff:351,needed,need,potřeboval,potřebovat,impf
en:McEwan_Na-Chesilske:0:shuff:346,cs:McEwan_Na-Chesilske:0:shuff:351,hold,hold,měl,mít,impf
en:McEwan_Na-Chesilske:0:shuff:346,cs:McEwan_Na-Chesilske:0:shuff:351,thought,think,měl,mít,impf
en:McEwan_Na-Chesilske:0:shuff:347,cs:McEwan_Na-Chesilske:0:shuff:352,crossed,cross,přecházel,přecházet,impf
en:McEwan_Na-Chesilske:0:shuff:348,cs:McEwan_Na-Chesilske:0:shuff:353,tolerated,tolerate,Nesnesl,snést,pf
en:McEwan_Na-Chesilske:0:shuff:349,cs:McEwan_Na-Chesilske:0:shuff:354,set,set,pokládali,pokládat,impf
en:McEwan_Na-Chesilske:0:shuff:349,cs:McEwan_Na-Chesilske:0:shuff:354,shook,shake,třásly,třást,impf
en:McEwan_Na-Chesilske:0:shuff:352,cs:McEwan_Na-Chesilske:0:shuff:357,snatched,snatch,Popadl,popadnout,pf
en:McEwan_Na-Chesilske:0:shuff:354,cs:McEwan_Na-Chesilske:0:shuff:359,coming,come,přicházet,přicházet,impf
en:McEwan_Na-Chesilske:0:shuff:354,cs:McEwan_Na-Chesilske:0:shuff:359,moved,move,pohnula,pohnout,pf
en:McEwan_Na-Chesilske:0:shuff:357,cs:McEwan_Na-Chesilske:0:shuff:362,starting,start,začínaly,začínat,impf
en:McEwan_Na-Chesilske:0:shuff:363,cs:McEwan_Na-Chesilske:0:shuff:368,surprised,surprise,překvapilo,překvapit,pf
en:McEwan_Na-Chesilske:0:shuff:365,cs:McEwan_Na-Chesilske:0:shuff:370,came,come,přišla,přijít,pf
en:McEwan_Na-Chesilske:0:shuff:368,cs:McEwan_Na-Chesilske:0:shuff:373,talk,talk,vyprávět,vyprávět,impf
en:McEwan_Na-Chesilske:0:shuff:369,cs:McEwan_Na-Chesilske:0:shuff:374,imagine,imagine,představit,představit,pf
en:McEwan_Na-Chesilske:0:shuff:369,cs:McEwan_Na-Chesilske:0:shuff:374,made,make,neučiní,učinit,pf
en:McEwan_Na-Chesilske:0:shuff:369,cs:McEwan_Na-Chesilske:0:shuff:374,doubted,doubt,pochybovala,pochybovat,impf
