en:searle-mysl_mozek_veda:0:shuff:3,cs:searle-mysl_mozek_veda:0:shuff:3,remove,remove,odstranit,odstranit,pf
en:searle-mysl_mozek_veda:0:shuff:931,cs:searle-mysl_mozek_veda:0:shuff:1013,doing,do,udělat,udělat,pf
en:searle-mysl_mozek_veda:0:shuff:933,cs:searle-mysl_mozek_veda:0:shuff:1015,emphasise,emphasise,zdůraznit,zdůraznit,pf
en:searle-mysl_mozek_veda:0:shuff:934,cs:searle-mysl_mozek_veda:0:shuff:1016,produce,produce,vytváří,vytvářet,impf
en:searle-mysl_mozek_veda:0:shuff:936,cs:searle-mysl_mozek_veda:0:shuff:1019,determine,determine,stanoví,stanovit,pf
en:searle-mysl_mozek_veda:0:shuff:936,cs:searle-mysl_mozek_veda:0:shuff:1019,depending,depend,záleží,záležet,impf
en:searle-mysl_mozek_veda:0:shuff:936,cs:searle-mysl_mozek_veda:0:shuff:1019,matches,match,odpovídá,odpovídat,impf
en:searle-mysl_mozek_veda:0:shuff:936,cs:searle-mysl_mozek_veda:0:shuff:1019,matches,match,neodpovídá,odpovídat,impf
en:searle-mysl_mozek_veda:0:shuff:937,cs:searle-mysl_mozek_veda:0:shuff:1020,see,see,chápeme,chápat,impf
en:searle-mysl_mozek_veda:0:shuff:937,cs:searle-mysl_mozek_veda:0:shuff:1020,determined,determine,určen,určit,pf
en:searle-mysl_mozek_veda:0:shuff:938,cs:searle-mysl_mozek_veda:0:shuff:1021,doing,do,dělá,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:938,cs:searle-mysl_mozek_veda:0:shuff:1021,do,do,dělá,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:938,cs:searle-mysl_mozek_veda:0:shuff:1021,acting,act,dělá,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:938,cs:searle-mysl_mozek_veda:0:shuff:1021,trying,try,pokouší,pokoušet,impf
en:searle-mysl_mozek_veda:0:shuff:938,cs:searle-mysl_mozek_veda:0:shuff:1021,doing,do,dělat,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:938,cs:searle-mysl_mozek_veda:0:shuff:1021,do,do,dělat,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:938,cs:searle-mysl_mozek_veda:0:shuff:1021,acting,act,dělat,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:938,cs:searle-mysl_mozek_veda:0:shuff:1021,doing,do,dělá,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:938,cs:searle-mysl_mozek_veda:0:shuff:1021,do,do,dělá,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:938,cs:searle-mysl_mozek_veda:0:shuff:1021,acting,act,dělá,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:941,cs:searle-mysl_mozek_veda:0:shuff:1025,believe,believe,Myslím,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:941,cs:searle-mysl_mozek_veda:0:shuff:1025,see,see,vidět,vidět,impf
en:searle-mysl_mozek_veda:0:shuff:942,cs:searle-mysl_mozek_veda:0:shuff:1026,generate,generate,vyvolávají,vyvolávat,impf
en:searle-mysl_mozek_veda:0:shuff:947,cs:searle-mysl_mozek_veda:0:shuff:1032,write,write,napsat,napsat,pf
en:searle-mysl_mozek_veda:0:shuff:948,cs:searle-mysl_mozek_veda:0:shuff:1033,send,send,poslat,poslat,pf
en:searle-mysl_mozek_veda:0:shuff:950,cs:searle-mysl_mozek_veda:0:shuff:1035,move,move,pohnout,pohnout,pf
en:searle-mysl_mozek_veda:0:shuff:950,cs:searle-mysl_mozek_veda:0:shuff:1035,move,move,pohnout,pohnout,pf
en:searle-mysl_mozek_veda:0:shuff:950,cs:searle-mysl_mozek_veda:0:shuff:1035,move,move,nepohly,pohnout,pf
en:searle-mysl_mozek_veda:0:shuff:950,cs:searle-mysl_mozek_veda:0:shuff:1035,move,move,nepohly,pohnout,pf
en:searle-mysl_mozek_veda:0:shuff:951,cs:searle-mysl_mozek_veda:0:shuff:1036,forces,force,nutí,nutit,impf
en:searle-mysl_mozek_veda:0:shuff:955,cs:searle-mysl_mozek_veda:0:shuff:1040,leads,lead,vede,vést,impf
en:searle-mysl_mozek_veda:0:shuff:958,cs:searle-mysl_mozek_veda:0:shuff:1044,contain,contain,měly,mít,impf
en:searle-mysl_mozek_veda:0:shuff:958,cs:searle-mysl_mozek_veda:0:shuff:1044,contain,contain,měly,mít,impf
en:searle-mysl_mozek_veda:0:shuff:958,cs:searle-mysl_mozek_veda:0:shuff:1044,contain,contain,obsahovat,obsahovat,impf
en:searle-mysl_mozek_veda:0:shuff:962,cs:searle-mysl_mozek_veda:0:shuff:1048,stated,state,vyjádřit,vyjádřit,pf
en:searle-mysl_mozek_veda:0:shuff:966,cs:searle-mysl_mozek_veda:0:shuff:1053,determines,determine,Určuje,určovat,impf
en:searle-mysl_mozek_veda:0:shuff:966,cs:searle-mysl_mozek_veda:0:shuff:1053,counts,count,znamená,znamenat,impf
en:searle-mysl_mozek_veda:0:shuff:968,cs:searle-mysl_mozek_veda:0:shuff:1055,consists,consist,skládá,skládat,impf
en:searle-mysl_mozek_veda:0:shuff:969,cs:searle-mysl_mozek_veda:0:shuff:1056,loses,lose,ztrácím,ztrácet,impf
en:searle-mysl_mozek_veda:0:shuff:969,cs:searle-mysl_mozek_veda:0:shuff:1056,surprised,surprise,překvapen,překvapit,pf
en:searle-mysl_mozek_veda:0:shuff:969,cs:searle-mysl_mozek_veda:0:shuff:1056,doing,do,dělám,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:970,cs:searle-mysl_mozek_veda:0:shuff:1057,explained,explain,vysvětlit,vysvětlit,pf
en:searle-mysl_mozek_veda:0:shuff:970,cs:searle-mysl_mozek_veda:0:shuff:1057,mentioned,mention,zmínil,zmínit,pf
en:searle-mysl_mozek_veda:0:shuff:973,cs:searle-mysl_mozek_veda:0:shuff:1060,promised,promise,Slíbil,slíbit,pf
en:searle-mysl_mozek_veda:0:shuff:973,cs:searle-mysl_mozek_veda:0:shuff:1060,try,try,pokusím,pokusit,pf
en:searle-mysl_mozek_veda:0:shuff:974,cs:searle-mysl_mozek_veda:0:shuff:1061,see,see,Podívejme,podívat,pf
en:searle-mysl_mozek_veda:0:shuff:974,cs:searle-mysl_mozek_veda:0:shuff:1061,keeping,keep,dodržel,dodržet,pf
en:searle-mysl_mozek_veda:0:shuff:976,cs:searle-mysl_mozek_veda:0:shuff:1063,try,try,Vyzkoušejme,vyzkoušet,pf
en:searle-mysl_mozek_veda:0:shuff:977,cs:searle-mysl_mozek_veda:0:shuff:1064,think,think,myslet,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:978,cs:searle-mysl_mozek_veda:0:shuff:1065,think,think,myslet,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:979,cs:searle-mysl_mozek_veda:0:shuff:1066,depends,depend,záleží,záležet,impf
en:searle-mysl_mozek_veda:0:shuff:980,cs:searle-mysl_mozek_veda:0:shuff:1067,Suppose,suppose,Předpokládejme,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,want,want,Nechci,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,want,want,Nechci,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,want,want,Nechci,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,want,want,Nechci,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,want,want,Nechci,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,spend,spend,utrácet,utrácet,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,want,want,nechci,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,want,want,nechci,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,want,want,nechci,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,want,want,nechci,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,want,want,nechci,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,want,want,nechci,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,want,want,nechci,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,want,want,nechci,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,want,want,nechci,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,want,want,nechci,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,sit,sit,sedět,sedět,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,stand,stand,nemám,mít,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,put,put,pokládali,pokládat,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,put,put,pokládali,pokládat,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,want,want,chtěl,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,want,want,chtěl,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,want,want,chtěl,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,want,want,chtěl,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:983,cs:searle-mysl_mozek_veda:0:shuff:1071,want,want,chtěl,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:986,cs:searle-mysl_mozek_veda:0:shuff:1074,contained,contain,měl,mít,impf
en:searle-mysl_mozek_veda:0:shuff:986,cs:searle-mysl_mozek_veda:0:shuff:1074,stand,stand,měl,mít,impf
en:searle-mysl_mozek_veda:0:shuff:986,cs:searle-mysl_mozek_veda:0:shuff:1074,consist,consist,skládat,skládat,impf
en:searle-mysl_mozek_veda:0:shuff:986,cs:searle-mysl_mozek_veda:0:shuff:1074,consisting,consist,skládat,skládat,impf
en:searle-mysl_mozek_veda:0:shuff:986,cs:searle-mysl_mozek_veda:0:shuff:1074,stand,stand,trvá,trvat,impf
en:searle-mysl_mozek_veda:0:shuff:986,cs:searle-mysl_mozek_veda:0:shuff:1074,stand,stand,trvat,trvat,impf
en:searle-mysl_mozek_veda:0:shuff:986,cs:searle-mysl_mozek_veda:0:shuff:1074,contributing,contribute,přispívat,přispívat,impf
en:searle-mysl_mozek_veda:0:shuff:987,cs:searle-mysl_mozek_veda:0:shuff:1075,working,work,Půjde,jít,impf
en:searle-mysl_mozek_veda:0:shuff:987,cs:searle-mysl_mozek_veda:0:shuff:1075,consists,consist,spočívá,spočívat,impf
en:searle-mysl_mozek_veda:0:shuff:987,cs:searle-mysl_mozek_veda:0:shuff:1075,working,work,dělat,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:988,cs:searle-mysl_mozek_veda:0:shuff:1076,behave,behave,chováte,chovat,impf
en:searle-mysl_mozek_veda:0:shuff:988,cs:searle-mysl_mozek_veda:0:shuff:1076,understood,understand,rozuměli,rozumět,impf
en:searle-mysl_mozek_veda:0:shuff:988,cs:searle-mysl_mozek_veda:0:shuff:1076,understand,understand,rozuměli,rozumět,impf
en:searle-mysl_mozek_veda:0:shuff:989,cs:searle-mysl_mozek_veda:0:shuff:1077,locked,lock,zavřeni,zavřít,pf
en:searle-mysl_mozek_veda:0:shuff:989,cs:searle-mysl_mozek_veda:0:shuff:1077,passing,pass,podáváte,podávat,impf
en:searle-mysl_mozek_veda:0:shuff:990,cs:searle-mysl_mozek_veda:0:shuff:1078,described,describe,popsal,popsat,pf
en:searle-mysl_mozek_veda:0:shuff:990,cs:searle-mysl_mozek_veda:0:shuff:1078,learn,learn,naučit,naučit,pf
en:searle-mysl_mozek_veda:0:shuff:991,cs:searle-mysl_mozek_veda:0:shuff:1079,believe,believe,myslet,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:991,cs:searle-mysl_mozek_veda:0:shuff:1079,determined,determine,udal,udat,pf
en:searle-mysl_mozek_veda:0:shuff:991,cs:searle-mysl_mozek_veda:0:shuff:1079,determined,determine,určeno,určit,pf
en:searle-mysl_mozek_veda:0:shuff:992,cs:searle-mysl_mozek_veda:0:shuff:1080,predicted,predict,předpovědět,předpovědět,pf
en:searle-mysl_mozek_veda:0:shuff:993,cs:searle-mysl_mozek_veda:0:shuff:1081,force,force,nutí,nutit,impf
en:searle-mysl_mozek_veda:0:shuff:994,cs:searle-mysl_mozek_veda:0:shuff:1082,experience,experience,prožíváme,prožívat,impf
en:searle-mysl_mozek_veda:0:shuff:1000,cs:searle-mysl_mozek_veda:0:shuff:1088,think,think,zdát,zdát,impf
en:searle-mysl_mozek_veda:0:shuff:1000,cs:searle-mysl_mozek_veda:0:shuff:1088,seem,seem,zdát,zdát,impf
en:searle-mysl_mozek_veda:0:shuff:1001,cs:searle-mysl_mozek_veda:0:shuff:1089,imagine,imagine,představíte,představit,pf
en:searle-mysl_mozek_veda:0:shuff:1001,cs:searle-mysl_mozek_veda:0:shuff:1089,imagined,imagine,představíte,představit,pf
en:searle-mysl_mozek_veda:0:shuff:1001,cs:searle-mysl_mozek_veda:0:shuff:1089,do,do,uděláte,udělat,pf
en:searle-mysl_mozek_veda:0:shuff:1001,cs:searle-mysl_mozek_veda:0:shuff:1089,imagine,imagine,představili,představit,pf
en:searle-mysl_mozek_veda:0:shuff:1001,cs:searle-mysl_mozek_veda:0:shuff:1089,imagined,imagine,představili,představit,pf
en:searle-mysl_mozek_veda:0:shuff:1004,cs:searle-mysl_mozek_veda:0:shuff:1092,developed,develop,rozvinout,rozvinout,pf
en:searle-mysl_mozek_veda:0:shuff:1005,cs:searle-mysl_mozek_veda:0:shuff:1093,want,want,Chtěl,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:1009,cs:searle-mysl_mozek_veda:0:shuff:1097,made,make,udělali,udělat,pf
en:searle-mysl_mozek_veda:0:shuff:1011,cs:searle-mysl_mozek_veda:0:shuff:1099,think,think,myslí,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1013,cs:searle-mysl_mozek_veda:0:shuff:1101,talking,talk,mluvíme,mluvit,impf
en:searle-mysl_mozek_veda:0:shuff:1016,cs:searle-mysl_mozek_veda:0:shuff:1105,imagine,imagine,představte,představit,pf
en:searle-mysl_mozek_veda:0:shuff:1016,cs:searle-mysl_mozek_veda:0:shuff:1105,locked,lock,zavřel,zavřít,pf
en:searle-mysl_mozek_veda:0:shuff:1017,cs:searle-mysl_mozek_veda:0:shuff:1106,Imagine,imagine,představte,představit,pf
en:searle-mysl_mozek_veda:0:shuff:1017,cs:searle-mysl_mozek_veda:0:shuff:1106,understand,understand,nerozumíte,rozumět,impf
en:searle-mysl_mozek_veda:0:shuff:1018,cs:searle-mysl_mozek_veda:0:shuff:1107,say,say,Řeknu,říci,pf
en:searle-mysl_mozek_veda:0:shuff:1018,cs:searle-mysl_mozek_veda:0:shuff:1107,say,say,Řeknu,říci,pf
en:searle-mysl_mozek_veda:0:shuff:1018,cs:searle-mysl_mozek_veda:0:shuff:1107,say,say,říkám,říkat,impf
en:searle-mysl_mozek_veda:0:shuff:1018,cs:searle-mysl_mozek_veda:0:shuff:1107,say,say,říkám,říkat,impf
en:searle-mysl_mozek_veda:0:shuff:1018,cs:searle-mysl_mozek_veda:0:shuff:1107,plays,play,hraje,hrát,impf
en:searle-mysl_mozek_veda:0:shuff:1019,cs:searle-mysl_mozek_veda:0:shuff:1108,describe,describe,popsat,popsat,pf
en:searle-mysl_mozek_veda:0:shuff:1020,cs:searle-mysl_mozek_veda:0:shuff:1109,following,follow,řídím,řídit,impf
en:searle-mysl_mozek_veda:0:shuff:1021,cs:searle-mysl_mozek_veda:0:shuff:1110,done,do,neudělal,udělat,pf
en:searle-mysl_mozek_veda:0:shuff:1021,cs:searle-mysl_mozek_veda:0:shuff:1110,suppose,suppose,předpokládat,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:1021,cs:searle-mysl_mozek_veda:0:shuff:1110,seen,see,viděn,vidět,impf
en:searle-mysl_mozek_veda:0:shuff:1021,cs:searle-mysl_mozek_veda:0:shuff:1110,done,do,vyvolal,vyvolat,pf
en:searle-mysl_mozek_veda:0:shuff:1021,cs:searle-mysl_mozek_veda:0:shuff:1110,produce,produce,vyvolal,vyvolat,pf
en:searle-mysl_mozek_veda:0:shuff:1021,cs:searle-mysl_mozek_veda:0:shuff:1110,produce,produce,vyvolal,vyvolat,pf
en:searle-mysl_mozek_veda:0:shuff:1021,cs:searle-mysl_mozek_veda:0:shuff:1110,heard,hear,slyšen,slyšet,impf
en:searle-mysl_mozek_veda:0:shuff:1021,cs:searle-mysl_mozek_veda:0:shuff:1110,done,do,vyvolal,vyvolat,pf
en:searle-mysl_mozek_veda:0:shuff:1021,cs:searle-mysl_mozek_veda:0:shuff:1110,produce,produce,vyvolal,vyvolat,pf
en:searle-mysl_mozek_veda:0:shuff:1021,cs:searle-mysl_mozek_veda:0:shuff:1110,produce,produce,vyvolal,vyvolat,pf
en:searle-mysl_mozek_veda:0:shuff:1022,cs:searle-mysl_mozek_veda:0:shuff:1111,suppose,suppose,předpokládat,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:1023,cs:searle-mysl_mozek_veda:0:shuff:1112,thinking,think,myslet,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1023,cs:searle-mysl_mozek_veda:0:shuff:1112,supposing,suppose,myslet,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1024,cs:searle-mysl_mozek_veda:0:shuff:1113,build,build,postavit,postavit,pf
en:searle-mysl_mozek_veda:0:shuff:1024,cs:searle-mysl_mozek_veda:0:shuff:1113,think,think,měl,mít,impf
en:searle-mysl_mozek_veda:0:shuff:1024,cs:searle-mysl_mozek_veda:0:shuff:1113,think,think,myslel,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1026,cs:searle-mysl_mozek_veda:0:shuff:1115,try,try,Zkusme,zkusit,pf
en:searle-mysl_mozek_veda:0:shuff:1027,cs:searle-mysl_mozek_veda:0:shuff:1116,think,think,myslet,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1027,cs:searle-mysl_mozek_veda:0:shuff:1116,think,think,myslet,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1027,cs:searle-mysl_mozek_veda:0:shuff:1116,think,think,myslet,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1027,cs:searle-mysl_mozek_veda:0:shuff:1116,think,think,myslet,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1030,cs:searle-mysl_mozek_veda:0:shuff:1119,objecting,object,namítnout,namítnout,pf
en:searle-mysl_mozek_veda:0:shuff:1032,cs:searle-mysl_mozek_veda:0:shuff:1121,say,say,říci,říci,pf
en:searle-mysl_mozek_veda:0:shuff:1033,cs:searle-mysl_mozek_veda:0:shuff:1122,say,say,říci,říci,pf
en:searle-mysl_mozek_veda:0:shuff:1033,cs:searle-mysl_mozek_veda:0:shuff:1122,consists,consist,skládá,skládat,impf
en:searle-mysl_mozek_veda:0:shuff:1033,cs:searle-mysl_mozek_veda:0:shuff:1122,caused,cause,způsobena,způsobit,pf
en:searle-mysl_mozek_veda:0:shuff:1035,cs:searle-mysl_mozek_veda:0:shuff:1125,expect,expect,očekávat,očekávat,impf
en:searle-mysl_mozek_veda:0:shuff:1037,cs:searle-mysl_mozek_veda:0:shuff:1127,suppose,suppose,předpokládáme,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:1037,cs:searle-mysl_mozek_veda:0:shuff:1127,make,make,působí,působit,impf
en:searle-mysl_mozek_veda:0:shuff:1038,cs:searle-mysl_mozek_veda:0:shuff:1128,decide,decide,rozhodnu,rozhodnout,pf
en:searle-mysl_mozek_veda:0:shuff:1038,cs:searle-mysl_mozek_veda:0:shuff:1128,raise,raise,zvednu,zvednout,pf
en:searle-mysl_mozek_veda:0:shuff:1038,cs:searle-mysl_mozek_veda:0:shuff:1128,raise,raise,zvedá,zvedat,impf
en:searle-mysl_mozek_veda:0:shuff:1040,cs:searle-mysl_mozek_veda:0:shuff:1130,make,make,vyvolat,vyvolat,pf
en:searle-mysl_mozek_veda:0:shuff:1041,cs:searle-mysl_mozek_veda:0:shuff:1131,see,see,pochopili,pochopit,pf
en:searle-mysl_mozek_veda:0:shuff:1041,cs:searle-mysl_mozek_veda:0:shuff:1131,ask,ask,zeptat,zeptat,pf
en:searle-mysl_mozek_veda:0:shuff:1045,cs:searle-mysl_mozek_veda:0:shuff:1135,write,write,napsat,napsat,pf
en:searle-mysl_mozek_veda:0:shuff:1050,cs:searle-mysl_mozek_veda:0:shuff:1140,saying,say,říci,říci,pf
en:searle-mysl_mozek_veda:0:shuff:1050,cs:searle-mysl_mozek_veda:0:shuff:1140,voted,vote,volil,volit,impf
en:searle-mysl_mozek_veda:0:shuff:1050,cs:searle-mysl_mozek_veda:0:shuff:1140,liked,like,líbilo,líbit,impf
en:searle-mysl_mozek_veda:0:shuff:1051,cs:searle-mysl_mozek_veda:0:shuff:1141,voted,vote,volil,volit,impf
en:searle-mysl_mozek_veda:0:shuff:1055,cs:searle-mysl_mozek_veda:0:shuff:1145,seek,seek,hledáme,hledat,impf
en:searle-mysl_mozek_veda:0:shuff:1057,cs:searle-mysl_mozek_veda:0:shuff:1147,need,need,nepotřebujeme,potřebovat,impf
en:searle-mysl_mozek_veda:0:shuff:1057,cs:searle-mysl_mozek_veda:0:shuff:1147,want,want,nepotřebujeme,potřebovat,impf
en:searle-mysl_mozek_veda:0:shuff:1057,cs:searle-mysl_mozek_veda:0:shuff:1147,want,want,chceme,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:1057,cs:searle-mysl_mozek_veda:0:shuff:1147,explain,explain,vysvětlit,vysvětlit,pf
en:searle-mysl_mozek_veda:0:shuff:1057,cs:searle-mysl_mozek_veda:0:shuff:1147,explained,explain,vysvětlit,vysvětlit,pf
en:searle-mysl_mozek_veda:0:shuff:1059,cs:searle-mysl_mozek_veda:0:shuff:1151,works,work,funguje,fungovat,impf
en:searle-mysl_mozek_veda:0:shuff:1064,cs:searle-mysl_mozek_veda:0:shuff:1158,believe,believe,Myslím,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1066,cs:searle-mysl_mozek_veda:0:shuff:1160,suggests,suggest,nabízí,nabízet,impf
en:searle-mysl_mozek_veda:0:shuff:1067,cs:searle-mysl_mozek_veda:0:shuff:1161,vote,vote,Volili,volit,impf
en:searle-mysl_mozek_veda:0:shuff:1067,cs:searle-mysl_mozek_veda:0:shuff:1161,affected,affect,postiženi,postihnout,pf
en:searle-mysl_mozek_veda:0:shuff:1067,cs:searle-mysl_mozek_veda:0:shuff:1161,vote,vote,volí,volit,impf
en:searle-mysl_mozek_veda:0:shuff:1069,cs:searle-mysl_mozek_veda:0:shuff:1163,adds,add,přidává,přidávat,impf
en:searle-mysl_mozek_veda:0:shuff:1071,cs:searle-mysl_mozek_veda:0:shuff:1165,admitting,admit,přiznat,přiznat,pf
en:searle-mysl_mozek_veda:0:shuff:1073,cs:searle-mysl_mozek_veda:0:shuff:1167,represented,represent,reprezentována,reprezentovat,impf
en:searle-mysl_mozek_veda:0:shuff:1074,cs:searle-mysl_mozek_veda:0:shuff:1168,consists,consist,sestává,sestávat,impf
en:searle-mysl_mozek_veda:0:shuff:1078,cs:searle-mysl_mozek_veda:0:shuff:1173,use,use,užíváme,užívat,impf
en:searle-mysl_mozek_veda:0:shuff:1082,cs:searle-mysl_mozek_veda:0:shuff:1177,Suppose,suppose,Předpokládejme,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:1086,cs:searle-mysl_mozek_veda:0:shuff:1182,convinced,convince,přesvědčen,přesvědčit,pf
en:searle-mysl_mozek_veda:0:shuff:1086,cs:searle-mysl_mozek_veda:0:shuff:1182,talking,talk,mluví,mluvit,impf
en:searle-mysl_mozek_veda:0:shuff:1087,cs:searle-mysl_mozek_veda:0:shuff:1183,remember,remember,Vzpomínám,vzpomínat,impf
en:searle-mysl_mozek_veda:0:shuff:1093,cs:searle-mysl_mozek_veda:0:shuff:1190,suppose,suppose,Předpokládejme,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:1093,cs:searle-mysl_mozek_veda:0:shuff:1190,want,want,chci,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:1094,cs:searle-mysl_mozek_veda:0:shuff:1191,do,do,jednal,jednat,impf
en:searle-mysl_mozek_veda:0:shuff:1095,cs:searle-mysl_mozek_veda:0:shuff:1192,emphasises,emphasise,zdůrazňuje,zdůrazňovat,impf
en:searle-mysl_mozek_veda:0:shuff:1097,cs:searle-mysl_mozek_veda:0:shuff:1194,call,call,nazývám,nazývat,impf
en:searle-mysl_mozek_veda:0:shuff:1099,cs:searle-mysl_mozek_veda:0:shuff:1196,say,say,Řekneme,říci,pf
en:searle-mysl_mozek_veda:0:shuff:1099,cs:searle-mysl_mozek_veda:0:shuff:1196,deny,deny,nepopíráme,popírat,impf
en:searle-mysl_mozek_veda:0:shuff:1100,cs:searle-mysl_mozek_veda:0:shuff:1197,say,say,říkáme,říkat,impf
en:searle-mysl_mozek_veda:0:shuff:1103,cs:searle-mysl_mozek_veda:0:shuff:1201,want,want,chtít,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:1103,cs:searle-mysl_mozek_veda:0:shuff:1201,intend,intend,chtít,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:1103,cs:searle-mysl_mozek_veda:0:shuff:1201,believe,believe,věřit,věřit,impf
en:searle-mysl_mozek_veda:0:shuff:1103,cs:searle-mysl_mozek_veda:0:shuff:1201,intend,intend,zamýšlet,zamýšlet,impf
en:searle-mysl_mozek_veda:0:shuff:1106,cs:searle-mysl_mozek_veda:0:shuff:1204,takes,take,přijímá,přijímat,impf
en:searle-mysl_mozek_veda:0:shuff:1106,cs:searle-mysl_mozek_veda:0:shuff:1204,receives,receive,přijímá,přijímat,impf
en:searle-mysl_mozek_veda:0:shuff:1111,cs:searle-mysl_mozek_veda:0:shuff:1209,fall,fall,upadnete,upadnout,pf
en:searle-mysl_mozek_veda:0:shuff:1113,cs:searle-mysl_mozek_veda:0:shuff:1211,does,do,dělá,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:1114,cs:searle-mysl_mozek_veda:0:shuff:1212,supposing,suppose,domnívat,domnívat,impf
en:searle-mysl_mozek_veda:0:shuff:1116,cs:searle-mysl_mozek_veda:0:shuff:1215,let,let,dovolte,dovolit,pf
en:searle-mysl_mozek_veda:0:shuff:1117,cs:searle-mysl_mozek_veda:0:shuff:1216,went,go,chodily,chodit,impf
en:searle-mysl_mozek_veda:0:shuff:1117,cs:searle-mysl_mozek_veda:0:shuff:1216,taught,teach,naučily,naučit,pf
en:searle-mysl_mozek_veda:0:shuff:1119,cs:searle-mysl_mozek_veda:0:shuff:1219,think,think,Máme,mít,impf
